,User,Tweet
4587,MKT_GD,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
4588,n_pai2507,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
4589,sanjusa2525,"{'social', 'strong', 'YahooFinance', 't.co/Iqv8Uaw8mR', 'Social', 'Store', 'SFLMaven', 'Insights', 'Provides', 'via', 't.co/didQnlSQgr', 'Metaverse', 'May', '18', 'Corporate', 'engagement', 'btc', 'Launch', 'bitcoin', 'Source👇https', 'https', 'shares', 'news', 'Trending', 'frequent', 'Ahead', 'across', 'media', 'Update'}"
4590,54_jpeg,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
4591,m33ryame_97,"{'24Hr', 'Chart', 'Trending', 'btsvote_crew', 'RT', 'entered', 'BTS', 'Hot', 'BTS_twt', 'Top', '5', 'Songs', 'YetToCome'}"
4592,relyn_molinaG7,"{'hope', 'defdaily', '📣', 'special', 'start', 'celebrating', 'Trending', 'everyone', 'us', 'minutes', 'RT', '15', 'anniversary', '💙', 'We', '️⃣1YearWithSol…', 'join'}"
4593,rb_11y,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
4594,maxdoyoon,"{'trending', 'Song', 'Choice', 'vantepjmyg', 'RT', 'BTS', 'G', 'My', 'Becky', 'feat', 'BTS_twt', 'ChickenNoodleSoup', 'JHOPE'}"
4595,MixnieMouse,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
4596,khonkhongJoong,"{'StarInMyMindEP6', '𝐔𝐩𝐝𝐚𝐭𝐞', '🔥', 'Trending', '𝐇𝐚𝐬𝐡𝐭𝐚𝐠𝐬', 'RT', 't.co/hKubchs1Hj', 'No.1', 'Thailand', 'Trends', 'JoongTrendsTH', 'จุงอาเชน', 'https', '🖤❕', 'ChenRcj'}"
4597,NichayaSukchar1,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
4598,AraoyeSunday3,"{'daily', 'social', 'paid', 'get', 'Signup', 'testing', '500', 'opinion', 'SocialDM', '40', 'I', 't.co/e1TAddLky8', 'You', 'posting', 'today', 'apps', 'jointhewave', 'earn', 'let', 'https', 'voicing', ""'s"", 'trending', '135', 'bonus', 'media', 'earned'}"
4599,nani_nani_nn,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
4600,kaddo700,"{'daily', 'social', '1,610', 'paid', 'get', 'Signup', 'testing', '500', 'opinion', 'SocialDM', '40', 't.co/A9FF8WwTz2', 'I', 'You', 'posting', 'today', 'apps', 'jointhewave', 'earn', 'let', 'https', 'voicing', ""'s"", 'trending', 'bonus', 'media', 'earned'}"
4601,AndrewJackCEM,"{'Corn', 'Exchange', 'Devizes', 'Sunday', 'This'}"
4602,shookybby,"{'Song', 'Choice', 'Trending', 'voting', 'BTS', ""'m"", 'My', 'BTS_twt', 'I', 'YetToCome'}"
4603,AvinaA2002,"{'trending', 'produced', 'SUGA', 'StayAlive', 'bts', 'JUNGKOOK', 'bts_twt', '99', 'BTS_twt', 'choice', 'song', 'sona_nazary', 'sung'}"
4604,MyBookForSale1,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
4605,kch_nwn,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
4606,CelinaJiminVN,"{'trending', 'jiminangel31', 'favorite', 'RT', 'definitely', 'WithYou', 'PJM_data', 'BTS', 'Su…', 'My', 'Billboard', 'BTS_twt', 'JIMIN', 'BTSJIMIN', 'song'}"
4607,Taewingsy,"{'jkcoulds', 'trending', 'Song', 'Choice', 'Beckyg', 'RT', 'My', 'feat', 'BTS_twt', 'ChickenNoodleSoup', 'JHOPE'}"
4608,giovanna_gigi13,"{'Congratulations', 'JIMIN', 'BTSJIMIN', 'We', 'supporting', 'BTS', 'BE', 'proud', ""'re"", 'GOOD', 'WithYou', 'THE', 'BTS_twt', 'https', 'TILL', 'END', 'PROUD', 'Keep', 'LIKE', 'YOU', 'OF', 't.co/a1d0HXsMiy', 'Sungwoon', 'WITH'}"
4609,KeiCM_93,"{'hope', 'defdaily', '📣', 'special', 'start', 'celebrating', 'Trending', 'everyone', 'us', 'minutes', 'RT', '15', 'anniversary', '💙', 'We', '️⃣1YearWithSol…', 'join'}"
4610,thatsmydiaryluv,"{'’', 'Stray_Kids', 'Trending', 'year', 'Artists', 'legendary', 'MANIAC_SKZ', 'Songs', 'Hot', 'Billboard', 'My', 'choice', 'StrayKids', 'song', 'SkzHildy8'}"
4611,jiminholic13,"{'trending', 'Sungw…', 'favorite', 'RT', 'definitely', 'WithYou', 'PJM_data', 'BTS', 'My', 'Billboard', 'BTS_twt', 'JIMIN', 'BTSJIMIN', 'song', 'FNFYOUNGS'}"
4612,chiki_md,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
4613,Lyna96_05,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
4614,n_ewcute,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
4615,NarsJikook95971,"{'Song', 'Choice', 'Trending', 'voting', 'RT', 'BTS', ""'m"", 'btsglobally', 'My', 'BTS_Butter', 'BTS_twt', 'I'}"
4616,_wtulips,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
4617,thekotheko66,"{'COME', 'RT', 'YET', 'BTS', 'IS', '3RI9arUBxC0aiB4', 'COM…', 'JmsCll6', 'BTS_twt', 'TO', 'PROOF', 'chittangacchan', 'thekotheko66', 'COMING', 'ccikko12680', 'bbmpott'}"
4618,Im_crazy_ARMY,"{'peak', 'daily', 'reaches', 'Trending', 'prior', 'new', 'RT', '4', 'BTS', 'Hot', 'Billboard', 'release', 'btstrendingsong', 'chart', 'Daily', 'YetToCome'}"
4619,yunline13,"{'playing', 'trending', 'stop', 'song', 'voteforpjm', 'RT', 'WithYou', 'BTS', 'JIMIN', 'BTS_twt', 'BTSJIMIN', 'JiyaAmatul', 'Ca', ""n't"", 'Sungwoon'}"
4620,_Natthaya_31,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
4621,LalPreethy,"{'trending', 't.co/KWUujTZegR', '”', 'India', '“', 'ViratKohliUniv', 'RT', 'RCB', 'imVkohli', 'trends', 'RCBvPBKS', '💥', 'Phrase', 'I', 'https', 'ViratKohli𓃵', 'Love', 'tag'}"
4622,45katheryn24,"{'ok', 'blowback', 'zero', 'YcaRick', 'Literally', 'RT', 'us', 'calls', 'shocked', 'shits', 'Canadians', 'But', 'gets', 'racists', 'reas…', ""'s""}"
4623,pookyfany,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
4624,turbansbilll,"{'2022', 'trending', 'hot', 'RT', 'listen', 'BTS', 'WithYou', 'Jimyang1013', 'JIMIN', 'BTS_twt', 'BTSJIMIN', 'Sungwoon', 'song', 'love', 'I'}"
4625,Sxqkdzn,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
4626,stickystb,"{'Jimin', 'Aspire', 'Be', 'JIMIN', 'BTSJIMIN', 'amp', 'hot', 'RT', 'I', 'like', 'WithYou', 'always', 'BTS_twt', 'Jimins_shyness', 'jimchimy1', 'want', 'trending', 'B…', 'good'}"
4627,ahgasemania,"{'hope', 'defdaily', '📣', 'special', 'start', 'celebrating', 'Trending', 'everyone', 'us', 'minutes', 'RT', '15', 'anniversary', '💙', 'We', '️⃣1YearWithSol…', 'join'}"
4628,mibaitongggg,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
4629,AswinKi70227990,"{'trending', 'Nivinpaulycrews', 'India', 'NivinPauly', 'RT', 'Thuramukham', 'No.1', 'NivinOfficial', 'https', 't.co/aKoNGFh4PI'}"
4630,ElaTalmania,"{'trending', 'PERFORMANCE', '1', 'treasuremembers', 'EXCLUSIVE', 'DARARI', 'RT', 'kchartsmaster', 'YouTube', 'VIDEO', 'REMIX', 'Worldwide', 'video'}"
4631,ArpithaScarlett,"{'AirbenderPosts', 'Song', 'Trending', 'WithYou', 'BTS', 'PJM_data', 'Hot', 'JIMIN', 'My', 'Billboard', 'BTSJIMIN', 'choice', 'BTS_twt', 't.co/N4oiAe548P', 'https', 'Sungwoon'}"
4632,NunewMM,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
4633,ging_0420,"{'Music', 'trending', '’', 'The', 'TREASURE', 'DARARI', 'get…', 'RT', '2.8M', 'Views', 'TREASURE_INA', 'supercool', '🇮🇩', 'remix', 'no.1', 'Let', 'performance', 'already'}"
4634,jeykookluvx,"{'trending', 'Song', 'Choice', 'produced', 'RT', 'StayAlive', 'SUGA', 'BTS', 'Listen', 'JUNGKOOK', 'My', 'annajiminie', 'BTS_twt'}"
4635,AvinaA2002,"{'trending', '100', 'produced', 'StayAlive', 'SUGA', 'bts', 'JUNGKOOK', 'bts_twt', 'BTS_twt', 'choice', 'song', 'sona_nazary', 'sung'}"
4636,Skyla69148749,"{'SamuelG69328689', 'trending', 'moondal1013', 'GOOD', 'LIKE', 'RT', 'JiminBorahae95', 'WithYou', 'Hot', 'JIMIN', 'My', 'Billboard', 'BTS_twt', 'choice', 'song', 'BE', 'JI…'}"
4637,ah_yen78,"{'Reply…', 'PM', '10', 'still', 'keyword', 'avoid', 'We', '9', '00', 'RT', 'spam', 'please', 'UPDATE', '200', '📊24H', 'KST', 'drop', 'use', 'JKTrendSongs', 'TAGS'}"
4638,Saponbob_nn,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
4639,KDramafan321,"{'trending', 'Heeseung', 'character', 'RT', 'Lee', 'WORLDWIDE', 'SIR…', 'THE', 'HOLD', 'U', 'land', 'geniusartisthee', 'main', 'also', 'POWER', 'Philippines'}"
4640,Sobhith_Here,"{'No', 'Trending', '1', 'https', 'NivinPauly', 'RT', 'Thuramukham', 't.co/GqoX2BUoDF', 'LuminousFriends', '🔥😎', 'INDIA'}"
4641,thekotheko66,"{'COME', 'RT', 'YET', 'BTS', 'IS', '3RI9arUBxC0aiB4', 'COM…', 'JmsCll6', 'BTS_twt', 'TO', 'PROOF', 'chittangacchan', 'thekotheko66', 'COMING', 'ccikko12680', 'bbmpott'}"
4642,ma_vbg,"{'trending', 't.co/YsyPQq9fNP', 'hot', 'TOMORROW_X_TOGETHER', 'lonely', 'Stay', 'My', 'choice', 'TXT_members', 'GOOD_BOY_GONE_BAD', 'song', 'https'}"
4643,diaperdan72,"{'ABC7Chicago', 'Friday', 'theft', 'law', 'bill', 'crack', 'RT', 'sign', 'Illin…', 'JB', 'burglaries', 'Pritzker', 'smash-and-grab', 'Governor', 'retail'}"
4644,GeeksTechTweets,"{'t.co/dhea9PgogH', 'TechNews', 'Members', 'New', 'Money', '”', 'Memo', 'Our', 'Spend', 't.co/OYTxQOK8IQ', 'https', 'Tech', 'Tells', '’', 'Trending', 'Wisely', 'Employees', 'Netflix', '“'}"
4645,Gift_Aug,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
4646,TxnTDGpqusufnrT,"{'trending', '’', 'hot', 'WithYou', 'BTS', 'OST', 'jieun3829', 'listening', 'JIMIN', 'Sungwoon', 'BTS_twt', 'BTSJIMIN', 'song', 'I'}"
4647,jeykookluvx,"{'trending', 'Song', 'Choice', 'RT', 'BTS', 'Listen', 'BTS_Dynamite', 'My', 'annajiminie', 'BTS_twt'}"
4648,pyon0901_BTS,"{'Jungkook', 'Choice', 'Trending', 'StayAlive', 'Prod', 'Suga', 'Listen', 'j2601ko', 'Hot', 'BTS', 'BTS_twt', 'trm_7_purple', 'song', '応援🐰💜🔥'}"
4649,sydney930,"{'trending', 'hot', 'song', 'bytaehyjin', 'Dez', 'BT…', 'RT', 'WithYou', 'BTS', 'OST', ""'m"", 'listening', 'JIMIN', 'BTSJIMIN', 'winejmyg', 'beautiful', 'I'}"
4650,horanghae_svttt,"{'CARATS', 'able', 'TOP', 'trend', '10', 'We', 'RT', 'going_svt', 'Hashtag', 'energ…', 'goals', 'need', 'start', 'last', 'night', '👉🏻Tonight', '5', '👈🏻', 'Trending', 'high', 'top'}"
4651,gemstarr247,"{'1', 'NFTtrendy1', 'year', 'IS', 'hodl', 'We', 'Tg', 'PINKSALE', 't.co/qXwtRVtdQ3', 'LIVE', 'explode', 'I', 'gem', 'optimistic', 't.co/Uk08EWiPxm', 'forevereise_bsc', 'let', 'always', 'buy', 'https', 'crypto', ""'s"", 'trending', 'win', 'FAIRLAUNCH', 'foreverearn', 'foreverise'}"
4652,tutorpogii,"{'WAIT', '☺️', 'AAA', ""N'T"", 'CA'}"
4653,kthipurplev,"{'year', 'OST', '2021', 'IS', 'Top', 'ChristmasTree', 'SINGULARITY', 'V', 'BACK', 'COMING', 't.co/aRr9i3ejLh', 'thvperu', 'Billboard', 'BTS_twt', 'choice', 'https', 'V_ChristmasTree', 'Song', 'Trending', 'BY', 'Listen'}"
4654,koominkt,"{'trending', 'Sungwo…', 'hot', 'song', 'RT', 'WithYou', 'BTS', 'OST', ""'m"", 'listening', 'JIMIN', 'BTS_twt', 'BTSJIMIN', 'winejmyg', 'beautiful', 'I'}"
4655,_20020201,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
4656,ohthatsdevonte,"{'rnbmusic', 'songwriters', 'ohthatsdevonte', '”', 'Talk', 'rapmusic', '“', 'RT', 'rappers', 'tevincampbell', 'Remix', 'Can', '🔥😎', 'We', '90…', 'tevincampbelll', 'blackqueeeartists'}"
4657,lavienoire,"{'trending', 'lat…', 'RT', 'low', 'get', 'circumstances', 'BitcoinCrash', 'treat', 'opportunity', 'howardtayler', 'rich', 'buy', 'Do'}"
4658,michaelloft380,"{'trending', 't.co/ddeLuaXcXH', 'see', 'RT', 'Tony', 'https', 'Soprano', 'ohpooryou'}"
4659,BEBImboo,"{'lovelyPP', 'Trending', 't.co/JwQ7Eg0LyI', 'RT', 'No.1', 'Now', 'Twitter', 'PPKritEntertainment', 'https', 'ppkritt_fc', 'ppkritt', 'Hashtag'}"
4660,m33ryame_97,"{'Song', 'Choice', 'Trending', 'voting', 'RT', 'BTS', ""'m"", 'My', 'BTS_Butter', 'BTS_twt', 'btstrendingsong', 'I'}"
4661,Eva31265200,"{'trending', '47K', 'YERI', 'YeriCharts', 't.co/0NABqD8JNO', 'RT', 'RVsmtown', 'tweets', '예리', 'https', 'RedVelvet', 'Yeri'}"
4662,izeenunew,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
4663,mild_BAEK,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
4664,mommyexo,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
4665,nvfdsl,"{'🔔', '1st', '🆙4', 'Has', 'gt', '‼️', '➡️500', 'Fr…', '🆙1-10', '🆚A-Z', 'Started', 'Challenge', 'RT', 'Goals', 'Party', 'REPLIES', '🆙6', '➡️50', '5N_TRENDS', 'Trending', 'Animals'}"
4666,SU4PRQ,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
4667,xxkasyow1,"{'Worldwide', 'time', 'TREASURE', '1', 'career', 'Trending', 'first', 'RT', 'TREASUREwwide', 'Perfor…', 'Remix', 'YouTube', 'Exclusive', ""'DARARI"", 'hitting'}"
4668,refugiotae,"{'trending', 'Sungwo…', 'hot', 'song', 'RT', 'WithYou', 'BTS', 'OST', ""'m"", 'listening', 'JIMIN', 'BTS_twt', 'BTSJIMIN', 'winejmyg', 'beautiful', 'I'}"
4669,Ellely_789,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
4670,jiminholic13,"{'amp', 'Song', 'somethigstupid', 'Trending', 'RT', 'WithYou', 'BTS', 'PJM_data', 'Hot', 'JIMIN', 'My', 'Billboard', 'BTSJIMIN', 'BTS_twt', 'choice', 'Ha…'}"
4671,chocchiponyou,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
4672,sydney930,"{'of…', 'HaruDeity', 'Song', 'Trending', 'RT', 'WithYou', 'Hot', 'JIMIN', 'My', 'THE', 'BTSJIMIN', 'BTS_twt', 'choice', 'Billboard', 'TILL', 'naver4jimin', 'END', 'WITH'}"
4673,stapleskeri,"{'BTSTrendSongs', 'trending', '1', 'hot', 'BTS', 'BB', 'songs', 'BTS_Butter', 'BTS_twt', 'week', 'song'}"
4674,TANGIxBALIx,"{'agad', 'AHHHHHH', 'trending', '2G2BT', 'ang', 'RT', 'knkismet', 'hours', 'pilot', 'episode', 'top', 'searches', 'nasa', '🥺👏🙌', 'na', 'KathNiel…', 'POWER'}"
4675,Redbean1013,"{'trending', 'Sungw…', 'favorite', 'RT', 'definitely', 'WithYou', 'PJM_data', 'BTS', 'My', 'Billboard', 'BTS_twt', 'JIMIN', 'BTSJIMIN', 'song', 'FNFYOUNGS'}"
4676,bdarphinn,"{'🔥', 'Gen', 'envyofyibo', 'Icon', 'video', 'Yibo', 'RT', 'you…', 'May', 'China', 'Wang', 'HS', 'posted', ""'s"", 'trending', 'Z', 'Skateboarding', 'live', 'Association'}"
4677,Dheerajpoojary2,"{'Song', 'Choice', 'Trending', 'voting', 'RT', 'BTS', ""'m"", 'myspace831', 'My', 'BTS_Butter', 'BTS_twt', 'I', '💜'}"
4678,koominkt,"{'broke', 'SOTY', 'record', 'trending', '”', 'RT', 'BTS', '2021', 'Butter', 'Hot', 'Listen', 'BB', 'BTS_Butter', 'BTS_twt', 'winejmyg', '“', 'also'}"
4679,MYGBLTPF,"{'trending', 'Song', 'Choice', 'serendiphany', 'DoYou_RM', 'RT', 'Seoul_RM', 'My', 'BTS_twt', 'RM'}"
4680,Heidi64022865,"{'thvaespa', 'ambitions', 'musical', 'musician', 'RT', 'w…', 'none', 'fact', 'pjms', 'meanwhile', 'sharing', 'cancels', 'shading'}"
4681,Forloa3,"{'trending', 'RT', 't.co/pxiAa6GYap', 'It', 'AcademyDebunkFakeWrap', 'https', 'HrithikPan', ""'s""}"
4682,jeje_w0w,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
4683,36kRDidinLSz3JY,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
4684,sop6e,"{'trending', 'Song', 'Choice', 'jidokook', 'Beckyg', 'My', 'BTS_twt', 'feat', 'ChickenNoodleSoup', 'JHOPE'}"
4685,Redbean1013,"{'Orange', 'Song', 'Trending', 'RT', 'WithYou', 'BTS', 'KalyParkJimin13', 'j13109513', 'Hot', 'My', 'JIMIN', 'BTS_twt', 'BTSJIMIN', 'Sungwoon'}"
4686,Myseven10,"{'hope', 'defdaily', '📣', 'special', 'start', 'celebrating', 'Trending', 'everyone', 'us', 'minutes', 'RT', '15', 'anniversary', '💙', 'We', '️⃣1YearWithSol…', 'join'}"
4687,mn001__,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
4688,sparkmom23,"{'Trending', '2G2BT', 't.co/pSQNVwaNUN', 'RT', '🤩', 'NETFLIX', 'PREMIERE', '2GoodOnNetflix', 'Netflix', 'https', 'KaDsBatangas'}"
4689,momjiminista,"{'Keep', 'trending', 'RT', 'WithYou', 'BTS', 'OST', 'PJM_data', 'jimin_africa', 'Su…', 'JIMIN', 'streaming', 'BTS_twt', 'BTSJIMIN', 'beautiful'}"
4690,enyo80375353,"{'Song', 'Trending', 'RT', 'jikookxbj', 'an…', 'BTS', 'WithYou', 'Axioae', 'Hot', 'JIMIN', 'My', 'Billboard', 'BTSJIMIN', 'BTS_twt', 'choice', 'naver4jimin'}"
4691,Siv0728,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
4692,JiminhillingD,"{'Jimin', 'Congratulations', 'Song', 'Trending', 'RECORD', 'RT', 'prettykku', 'WithYou', 'PJM_data', '♡', 'Hot', 'JIMIN', 'My', 'Billboard', 'BTS_twt', 'choice', 'MAKER', 'JI…'}"
4693,moonshipqiumei,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
